year,climate,fortype,acres,district
2023,Ensemble-rcp85,305,62.440307,"Salem District"
2023,Ensemble-rcp85,361,39.998745,"Medford District"
2023,Ensemble-rcp85,704,19.475418,"Salem District"
2023,Ensemble-rcp85,709,23.912717,"Eugene District"
2023,Ensemble-rcp85,709,50.634735,"Roseburg District"
2023,Ensemble-rcp85,722,45.929601,"Medford District"
2023,Ensemble-rcp85,722,158.036111,"Roseburg District"
2023,Ensemble-rcp85,911,1603.706013,"Coos Bay District"
2023,Ensemble-rcp85,911,726.349981,"Eugene District"
2023,Ensemble-rcp85,911,30.084564,"Medford District"
2023,Ensemble-rcp85,911,190.682444,"Roseburg District"
2023,Ensemble-rcp85,911,2113.065704,"Salem District"
2023,Ensemble-rcp85,912,247.033019,"Coos Bay District"
2023,Ensemble-rcp85,912,420.919145,"Eugene District"
2023,Ensemble-rcp85,912,15.615263,"Medford District"
2023,Ensemble-rcp85,912,234.441592,"Roseburg District"
2023,Ensemble-rcp85,912,452.696462,"Salem District"
2023,Ensemble-rcp85,922,24.904992,"Coos Bay District"
2023,Ensemble-rcp85,922,1157.146705,"Medford District"
2023,Ensemble-rcp85,923,89.648486,"Eugene District"
2023,Ensemble-rcp85,923,285.446848,"Lakeview District"
2023,Ensemble-rcp85,923,4672.87351,"Medford District"
2023,Ensemble-rcp85,923,288.898317,"Roseburg District"
2023,Ensemble-rcp85,932,2064.424339,"Medford District"
2023,Ensemble-rcp85,932,48.630246,"Roseburg District"
2023,Ensemble-rcp85,941,724.145007,"Coos Bay District"
2023,Ensemble-rcp85,941,1825.860181,"Medford District"
2023,Ensemble-rcp85,941,146.152925,"Roseburg District"
2023,Ensemble-rcp85,942,7.724106,"Medford District"
2023,Ensemble-rcp85,943,20.025941,"Coos Bay District"
2023,Ensemble-rcp85,943,65.892104,"Eugene District"
2023,Ensemble-rcp85,943,427.315495,"Medford District"
2023,Ensemble-rcp85,943,85.750668,"Roseburg District"
2023,Ensemble-rcp85,943,32.170471,"Salem District"
2023,Ensemble-rcp85,951,54.364373,"Coos Bay District"
2023,Ensemble-rcp85,951,4130.532069,"Medford District"
2023,Ensemble-rcp85,951,513.87064,"Roseburg District"
2023,Ensemble-rcp85,997,219.235048,"Coos Bay District"
2023,Ensemble-rcp85,997,220.004981,"Medford District"
2023,Ensemble-rcp85,997,32.526832,"Roseburg District"
2023,Ensemble-rcp85,998,163.22419,"Coos Bay District"
2023,Ensemble-rcp85,998,167.448295,"Eugene District"
2023,Ensemble-rcp85,998,28.306812,"Medford District"
2023,Ensemble-rcp85,998,9.301356,"Roseburg District"
2023,Ensemble-rcp85,998,8.274767,"Salem District"
2023,Ensemble-rcp85,999,13.544291,"Coos Bay District"
2023,Ensemble-rcp85,999,22.817765,"Eugene District"
2023,Ensemble-rcp85,999,12.922384,"Lakeview District"
2023,Ensemble-rcp85,999,438.174879,"Medford District"
2023,Ensemble-rcp85,999,16.226239,"Roseburg District"
2023,Ensemble-rcp85,999,32.59502,"Salem District"
2028,Ensemble-rcp45,183,3466.141909,"Lakeview District"
2028,Ensemble-rcp45,201,13630.826095,"Coos Bay District"
2028,Ensemble-rcp45,201,13666.186914,"Eugene District"
2028,Ensemble-rcp45,201,754.365635,"Lakeview District"
2028,Ensemble-rcp45,201,23460.576202,"Medford District"
2028,Ensemble-rcp45,201,18441.181593,"Roseburg District"
2028,Ensemble-rcp45,201,14902.924611,"Salem District"
2028,Ensemble-rcp45,202,87.979965,"Medford District"
2028,Ensemble-rcp45,221,23.616796,"Coos Bay District"
2028,Ensemble-rcp45,221,2678.139855,"Lakeview District"
2028,Ensemble-rcp45,221,2611.451561,"Medford District"
2028,Ensemble-rcp45,221,74.251358,"Roseburg District"
2028,Ensemble-rcp45,222,589.790074,"Medford District"
2028,Ensemble-rcp45,222,87.380891,"Roseburg District"
2028,Ensemble-rcp45,224,47.761512,"Lakeview District"
2028,Ensemble-rcp45,224,498.269276,"Medford District"
2028,Ensemble-rcp45,224,16.220385,"Roseburg District"
2028,Ensemble-rcp45,261,304.914394,"Medford District"
2028,Ensemble-rcp45,261,17.442951,"Roseburg District"
2028,Ensemble-rcp45,262,47.588112,"Lakeview District"
2028,Ensemble-rcp45,262,50.076375,"Medford District"
2028,Ensemble-rcp45,264,477.003737,"Salem District"
2028,Ensemble-rcp45,267,366.074481,"Medford District"
2028,Ensemble-rcp45,281,9.075328,"Coos Bay District"
2028,Ensemble-rcp45,281,39.998745,"Lakeview District"
2028,Ensemble-rcp45,301,29.704937,"Coos Bay District"
2028,Ensemble-rcp45,301,140.741143,"Eugene District"
2028,Ensemble-rcp45,301,181.468042,"Roseburg District"
2028,Ensemble-rcp45,301,1550.178554,"Salem District"
2028,Ensemble-rcp45,304,14.212287,"Coos Bay District"
2028,Ensemble-rcp45,304,65.618901,"Eugene District"
2028,Ensemble-rcp45,304,15.152332,"Roseburg District"
2028,Ensemble-rcp45,304,67.0391,"Salem District"
2028,Ensemble-rcp45,305,55.028905,"Salem District"
2028,Ensemble-rcp45,361,39.998745,"Medford District"
2028,Ensemble-rcp45,702,39.998745,"Medford District"
2028,Ensemble-rcp45,709,23.912717,"Eugene District"
2028,Ensemble-rcp45,709,33.788721,"Roseburg District"
2028,Ensemble-rcp45,722,79.927054,"Medford District"
2028,Ensemble-rcp45,722,157.028595,"Roseburg District"
2028,Ensemble-rcp45,911,1566.280876,"Coos Bay District"
2028,Ensemble-rcp45,911,666.560846,"Eugene District"
2028,Ensemble-rcp45,911,67.050471,"Medford District"
2028,Ensemble-rcp45,911,151.751439,"Roseburg District"
2028,Ensemble-rcp45,911,2044.444042,"Salem District"
2028,Ensemble-rcp45,912,351.516959,"Coos Bay District"
2028,Ensemble-rcp45,912,326.439018,"Eugene District"
2028,Ensemble-rcp45,912,324.73946,"Roseburg District"
2028,Ensemble-rcp45,912,446.596477,"Salem District"
2028,Ensemble-rcp45,922,1211.794176,"Medford District"
2028,Ensemble-rcp45,923,89.648486,"Eugene District"
2028,Ensemble-rcp45,923,285.446848,"Lakeview District"
2028,Ensemble-rcp45,923,4583.45753,"Medford District"
2028,Ensemble-rcp45,923,278.677919,"Roseburg District"
2028,Ensemble-rcp45,932,2287.897095,"Medford District"
2028,Ensemble-rcp45,932,48.630246,"Roseburg District"
2028,Ensemble-rcp45,941,726.488645,"Coos Bay District"
2028,Ensemble-rcp45,941,1896.747661,"Medford District"
2028,Ensemble-rcp45,941,146.152925,"Roseburg District"
2028,Ensemble-rcp45,943,20.025941,"Coos Bay District"
2028,Ensemble-rcp45,943,5.653382,"Eugene District"
2028,Ensemble-rcp45,943,398.577612,"Medford District"
2028,Ensemble-rcp45,943,78.657681,"Roseburg District"
2028,Ensemble-rcp45,943,32.170471,"Salem District"
2028,Ensemble-rcp45,951,46.280739,"Coos Bay District"
2028,Ensemble-rcp45,951,3499.07879,"Medford District"
2028,Ensemble-rcp45,951,551.357263,"Roseburg District"
2028,Ensemble-rcp45,997,254.077304,"Coos Bay District"
2028,Ensemble-rcp45,997,180.006236,"Medford District"
2028,Ensemble-rcp45,997,32.526832,"Roseburg District"
2028,Ensemble-rcp45,998,163.22419,"Coos Bay District"
2028,Ensemble-rcp45,998,167.448295,"Eugene District"
2028,Ensemble-rcp45,998,28.306812,"Medford District"
2028,Ensemble-rcp45,998,18.770562,"Roseburg District"
2028,Ensemble-rcp45,998,8.274767,"Salem District"
2028,Ensemble-rcp45,999,12.556447,"Coos Bay District"
2028,Ensemble-rcp45,999,197.316676,"Lakeview District"
2028,Ensemble-rcp45,999,258.869528,"Medford District"
2028,Ensemble-rcp45,999,22.7184,"Salem District"
2028,Ensemble-rcp85,183,3399.694525,"Lakeview District"
2028,Ensemble-rcp85,201,13498.36305,"Coos Bay District"
2028,Ensemble-rcp85,201,13690.984521,"Eugene District"
2028,Ensemble-rcp85,201,742.420511,"Lakeview District"
2028,Ensemble-rcp85,201,23157.786823,"Medford District"
2028,Ensemble-rcp85,201,18244.570487,"Roseburg District"
2028,Ensemble-rcp85,201,14868.025978,"Salem District"
2028,Ensemble-rcp85,202,87.979965,"Medford District"
2028,Ensemble-rcp85,221,23.616796,"Coos Bay District"
2028,Ensemble-rcp85,221,2588.752912,"Lakeview District"
2028,Ensemble-rcp85,221,2608.989584,"Medford District"
2028,Ensemble-rcp85,221,15.107709,"Roseburg District"
2028,Ensemble-rcp85,222,596.170538,"Medford District"
2028,Ensemble-rcp85,222,122.46304,"Roseburg District"
2028,Ensemble-rcp85,224,67.085559,"Lakeview District"
2028,Ensemble-rcp85,224,580.112408,"Medford District"
2028,Ensemble-rcp85,224,16.220385,"Roseburg District"
2028,Ensemble-rcp85,261,255.853391,"Medford District"
2028,Ensemble-rcp85,261,17.442951,"Roseburg District"
2028,Ensemble-rcp85,262,64.057597,"Lakeview District"
2028,Ensemble-rcp85,262,50.076375,"Medford District"
2028,Ensemble-rcp85,264,446.582483,"Salem District"
2028,Ensemble-rcp85,267,37.063295,"Lakeview District"
2028,Ensemble-rcp85,267,591.745501,"Medford District"
2028,Ensemble-rcp85,281,9.075328,"Coos Bay District"
2028,Ensemble-rcp85,281,39.998745,"Lakeview District"
2028,Ensemble-rcp85,301,65.870813,"Coos Bay District"
2028,Ensemble-rcp85,301,108.930635,"Eugene District"
2028,Ensemble-rcp85,301,143.583101,"Roseburg District"
2028,Ensemble-rcp85,301,1520.27655,"Salem District"
2028,Ensemble-rcp85,304,14.212287,"Coos Bay District"
2028,Ensemble-rcp85,304,65.618901,"Eugene District"
2028,Ensemble-rcp85,304,15.152332,"Roseburg District"
2028,Ensemble-rcp85,304,89.7575,"Salem District"
2028,Ensemble-rcp85,305,55.028905,"Salem District"
2028,Ensemble-rcp85,361,39.998745,"Medford District"
2028,Ensemble-rcp85,702,39.998745,"Medford District"
2028,Ensemble-rcp85,704,39.643993,"Roseburg District"
2028,Ensemble-rcp85,709,23.912717,"Eugene District"
2028,Ensemble-rcp85,709,33.788721,"Roseburg District"
2028,Ensemble-rcp85,722,67.264534,"Medford District"
2028,Ensemble-rcp85,722,196.918521,"Roseburg District"
2028,Ensemble-rcp85,911,1642.662431,"Coos Bay District"
2028,Ensemble-rcp85,911,666.560846,"Eugene District"
2028,Ensemble-rcp85,911,75.55742,"Medford District"
2028,Ensemble-rcp85,911,135.343368,"Roseburg District"
2028,Ensemble-rcp85,911,2043.947398,"Salem District"
2028,Ensemble-rcp85,912,351.516959,"Coos Bay District"
2028,Ensemble-rcp85,912,333.451919,"Eugene District"
2028,Ensemble-rcp85,912,380.643783,"Roseburg District"
2028,Ensemble-rcp85,912,482.08039,"Salem District"
2028,Ensemble-rcp85,922,1136.021357,"Medford District"
2028,Ensemble-rcp85,922,16.226239,"Roseburg District"
2028,Ensemble-rcp85,923,73.278149,"Eugene District"
2028,Ensemble-rcp85,923,285.446848,"Lakeview District"
2028,Ensemble-rcp85,923,4512.862798,"Medford District"
2028,Ensemble-rcp85,923,334.716815,"Roseburg District"
2028,Ensemble-rcp85,932,2476.617107,"Medford District"
2028,Ensemble-rcp85,932,36.477318,"Roseburg District"
2028,Ensemble-rcp85,941,715.127944,"Coos Bay District"
2028,Ensemble-rcp85,941,1831.160177,"Medford District"
2028,Ensemble-rcp85,941,126.921111,"Roseburg District"
2028,Ensemble-rcp85,942,7.724106,"Medford District"
2028,Ensemble-rcp85,943,20.025941,"Coos Bay District"
2028,Ensemble-rcp85,943,5.653382,"Eugene District"
2028,Ensemble-rcp85,943,419.926731,"Medford District"
2028,Ensemble-rcp85,943,78.657681,"Roseburg District"
2028,Ensemble-rcp85,943,32.170471,"Salem District"
2028,Ensemble-rcp85,951,71.185731,"Coos Bay District"
2028,Ensemble-rcp85,951,3549.573535,"Medford District"
2028,Ensemble-rcp85,951,533.159001,"Roseburg District"
2028,Ensemble-rcp85,997,254.077304,"Coos Bay District"
2028,Ensemble-rcp85,997,180.006236,"Medford District"
2028,Ensemble-rcp85,997,32.526832,"Roseburg District"
2028,Ensemble-rcp85,998,182.15196,"Coos Bay District"
2028,Ensemble-rcp85,998,167.448295,"Eugene District"
2028,Ensemble-rcp85,998,28.306812,"Medford District"
2028,Ensemble-rcp85,998,18.770562,"Roseburg District"
2028,Ensemble-rcp85,998,8.274767,"Salem District"
2028,Ensemble-rcp85,999,16.370337,"Eugene District"
2028,Ensemble-rcp85,999,292.2393,"Lakeview District"
2028,Ensemble-rcp85,999,247.109895,"Medford District"
2028,Ensemble-rcp85,999,116.845245,"Roseburg District"
2028,Ensemble-rcp85,999,60.234622,"Salem District"
2033,Ensemble-rcp45,183,2502.496499,"Lakeview District"
2033,Ensemble-rcp45,201,13396.766176,"Coos Bay District"
2033,Ensemble-rcp45,201,13814.119809,"Eugene District"
2033,Ensemble-rcp45,201,686.313889,"Lakeview District"
2033,Ensemble-rcp45,201,23838.017504,"Medford District"
2033,Ensemble-rcp45,201,18360.322684,"Roseburg District"
2033,Ensemble-rcp45,201,14893.014113,"Salem District"
2033,Ensemble-rcp45,202,45.057329,"Medford District"
2033,Ensemble-rcp45,221,23.616796,"Coos Bay District"
2033,Ensemble-rcp45,221,3909.310695,"Lakeview District"
2033,Ensemble-rcp45,221,3001.015961,"Medford District"
2033,Ensemble-rcp45,221,49.358587,"Roseburg District"
2033,Ensemble-rcp45,222,594.969071,"Medford District"
2033,Ensemble-rcp45,222,60.778624,"Roseburg District"
2033,Ensemble-rcp45,223,48.081198,"Medford District"
2033,Ensemble-rcp45,224,47.761512,"Lakeview District"
2033,Ensemble-rcp45,224,538.030507,"Medford District"
2033,Ensemble-rcp45,224,16.220385,"Roseburg District"
2033,Ensemble-rcp45,261,235.989261,"Medford District"
2033,Ensemble-rcp45,262,50.076375,"Medford District"
2033,Ensemble-rcp45,264,432.287047,"Salem District"
2033,Ensemble-rcp45,267,295.93267,"Medford District"
2033,Ensemble-rcp45,281,39.998745,"Lakeview District"
2033,Ensemble-rcp45,301,29.704937,"Coos Bay District"
2033,Ensemble-rcp45,301,129.800134,"Eugene District"
2033,Ensemble-rcp45,301,118.143278,"Roseburg District"
2033,Ensemble-rcp45,301,1576.48582,"Salem District"
2033,Ensemble-rcp45,304,42.454917,"Eugene District"
2033,Ensemble-rcp45,304,67.0391,"Salem District"
2033,Ensemble-rcp45,305,55.028905,"Salem District"
2033,Ensemble-rcp45,361,39.998745,"Medford District"
2033,Ensemble-rcp45,702,39.998745,"Medford District"
2033,Ensemble-rcp45,702,32.526832,"Roseburg District"
2033,Ensemble-rcp45,709,17.596542,"Coos Bay District"
2033,Ensemble-rcp45,709,29.100578,"Eugene District"
2033,Ensemble-rcp45,709,73.844425,"Roseburg District"
2033,Ensemble-rcp45,722,80.942888,"Medford District"
2033,Ensemble-rcp45,722,157.028595,"Roseburg District"
2033,Ensemble-rcp45,911,1732.728656,"Coos Bay District"
2033,Ensemble-rcp45,911,655.985404,"Eugene District"
2033,Ensemble-rcp45,911,30.084564,"Medford District"
2033,Ensemble-rcp45,911,80.940597,"Roseburg District"
2033,Ensemble-rcp45,911,2058.006483,"Salem District"
2033,Ensemble-rcp45,912,260.123054,"Coos Bay District"
2033,Ensemble-rcp45,912,240.013328,"Eugene District"
2033,Ensemble-rcp45,912,336.345489,"Roseburg District"
2033,Ensemble-rcp45,912,446.249896,"Salem District"
2033,Ensemble-rcp45,922,1227.440367,"Medford District"
2033,Ensemble-rcp45,922,28.20475,"Roseburg District"
2033,Ensemble-rcp45,923,12.337367,"Coos Bay District"
2033,Ensemble-rcp45,923,59.968797,"Eugene District"
2033,Ensemble-rcp45,923,245.448103,"Lakeview District"
2033,Ensemble-rcp45,923,4450.734821,"Medford District"
2033,Ensemble-rcp45,923,313.90705,"Roseburg District"
2033,Ensemble-rcp45,924,31.532959,"Medford District"
2033,Ensemble-rcp45,932,2380.577594,"Medford District"
2033,Ensemble-rcp45,932,48.630246,"Roseburg District"
2033,Ensemble-rcp45,941,759.939377,"Coos Bay District"
2033,Ensemble-rcp45,941,1908.72613,"Medford District"
2033,Ensemble-rcp45,941,146.152925,"Roseburg District"
2033,Ensemble-rcp45,943,53.506025,"Coos Bay District"
2033,Ensemble-rcp45,943,5.653382,"Eugene District"
2033,Ensemble-rcp45,943,260.548673,"Medford District"
2033,Ensemble-rcp45,943,78.657681,"Roseburg District"
2033,Ensemble-rcp45,943,32.170471,"Salem District"
2033,Ensemble-rcp45,951,46.280739,"Coos Bay District"
2033,Ensemble-rcp45,951,2908.772014,"Medford District"
2033,Ensemble-rcp45,951,624.491852,"Roseburg District"
2033,Ensemble-rcp45,997,254.077304,"Coos Bay District"
2033,Ensemble-rcp45,997,180.006236,"Medford District"
2033,Ensemble-rcp45,998,252.134243,"Coos Bay District"
2033,Ensemble-rcp45,998,167.448295,"Eugene District"
2033,Ensemble-rcp45,998,28.306812,"Medford District"
2033,Ensemble-rcp45,998,18.770562,"Roseburg District"
2033,Ensemble-rcp45,998,8.274767,"Salem District"
2033,Ensemble-rcp45,999,9.075328,"Coos Bay District"
2033,Ensemble-rcp45,999,7.665058,"Eugene District"
2033,Ensemble-rcp45,999,85.429849,"Lakeview District"
2033,Ensemble-rcp45,999,326.002359,"Medford District"
2033,Ensemble-rcp45,999,110.854633,"Roseburg District"
2033,Ensemble-rcp45,999,37.822462,"Salem District"
2033,Ensemble-rcp85,183,2431.817461,"Lakeview District"
2033,Ensemble-rcp85,201,13518.643737,"Coos Bay District"
2033,Ensemble-rcp85,201,13818.86878,"Eugene District"
2033,Ensemble-rcp85,201,802.084559,"Lakeview District"
2033,Ensemble-rcp85,201,23720.183089,"Medford District"
2033,Ensemble-rcp85,201,18399.311791,"Roseburg District"
2033,Ensemble-rcp85,201,14800.894331,"Salem District"
2033,Ensemble-rcp85,202,45.057329,"Medford District"
2033,Ensemble-rcp85,221,23.616796,"Coos Bay District"
2033,Ensemble-rcp85,221,3828.414179,"Lakeview District"
2033,Ensemble-rcp85,221,2961.61583,"Medford District"
2033,Ensemble-rcp85,221,15.107709,"Roseburg District"
2033,Ensemble-rcp85,222,588.199082,"Medford District"
2033,Ensemble-rcp85,222,73.450112,"Roseburg District"
2033,Ensemble-rcp85,223,44.703541,"Medford District"
2033,Ensemble-rcp85,224,47.761512,"Lakeview District"
2033,Ensemble-rcp85,224,601.437451,"Medford District"
2033,Ensemble-rcp85,224,16.220385,"Roseburg District"
2033,Ensemble-rcp85,261,39.998745,"Lakeview District"
2033,Ensemble-rcp85,261,242.926861,"Medford District"
2033,Ensemble-rcp85,264,446.582483,"Salem District"
2033,Ensemble-rcp85,267,37.063295,"Lakeview District"
2033,Ensemble-rcp85,267,667.237537,"Medford District"
2033,Ensemble-rcp85,301,108.930635,"Eugene District"
2033,Ensemble-rcp85,301,107.877289,"Roseburg District"
2033,Ensemble-rcp85,301,1476.487649,"Salem District"
2033,Ensemble-rcp85,304,65.618901,"Eugene District"
2033,Ensemble-rcp85,304,127.281283,"Salem District"
2033,Ensemble-rcp85,305,55.028905,"Salem District"
2033,Ensemble-rcp85,361,39.998745,"Medford District"
2033,Ensemble-rcp85,702,39.998745,"Medford District"
2033,Ensemble-rcp85,709,29.100578,"Eugene District"
2033,Ensemble-rcp85,709,57.739529,"Roseburg District"
2033,Ensemble-rcp85,722,62.21155,"Medford District"
2033,Ensemble-rcp85,722,256.87244,"Roseburg District"
2033,Ensemble-rcp85,911,1747.903308,"Coos Bay District"
2033,Ensemble-rcp85,911,664.112454,"Eugene District"
2033,Ensemble-rcp85,911,30.084564,"Medford District"
2033,Ensemble-rcp85,911,135.343368,"Roseburg District"
2033,Ensemble-rcp85,911,2090.956184,"Salem District"
2033,Ensemble-rcp85,912,247.566607,"Coos Bay District"
2033,Ensemble-rcp85,912,265.595485,"Eugene District"
2033,Ensemble-rcp85,912,47.065279,"Medford District"
2033,Ensemble-rcp85,912,342.570856,"Roseburg District"
2033,Ensemble-rcp85,912,500.628423,"Salem District"
2033,Ensemble-rcp85,922,1194.034855,"Medford District"
2033,Ensemble-rcp85,922,16.226239,"Roseburg District"
2033,Ensemble-rcp85,923,68.090288,"Eugene District"
2033,Ensemble-rcp85,923,245.448103,"Lakeview District"
2033,Ensemble-rcp85,923,4176.976222,"Medford District"
2033,Ensemble-rcp85,923,364.780009,"Roseburg District"
2033,Ensemble-rcp85,923,28.420737,"Salem District"
2033,Ensemble-rcp85,924,7.543181,"Medford District"
2033,Ensemble-rcp85,932,2498.852417,"Medford District"
2033,Ensemble-rcp85,932,36.477318,"Roseburg District"
2033,Ensemble-rcp85,941,726.488645,"Coos Bay District"
2033,Ensemble-rcp85,941,1999.588125,"Medford District"
2033,Ensemble-rcp85,941,89.482663,"Roseburg District"
2033,Ensemble-rcp85,943,53.506025,"Coos Bay District"
2033,Ensemble-rcp85,943,5.653382,"Eugene District"
2033,Ensemble-rcp85,943,303.642691,"Medford District"
2033,Ensemble-rcp85,943,78.657681,"Roseburg District"
2033,Ensemble-rcp85,943,32.170471,"Salem District"
2033,Ensemble-rcp85,951,74.909382,"Coos Bay District"
2033,Ensemble-rcp85,951,2874.485841,"Medford District"
2033,Ensemble-rcp85,951,553.967179,"Roseburg District"
2033,Ensemble-rcp85,997,254.077304,"Coos Bay District"
2033,Ensemble-rcp85,997,187.567165,"Medford District"
2033,Ensemble-rcp85,997,32.526832,"Roseburg District"
2033,Ensemble-rcp85,998,192.099412,"Coos Bay District"
2033,Ensemble-rcp85,998,126.239199,"Eugene District"
2033,Ensemble-rcp85,998,28.306812,"Medford District"
2033,Ensemble-rcp85,998,18.770562,"Roseburg District"
2033,Ensemble-rcp85,998,8.274767,"Salem District"
2033,Ensemble-rcp85,999,9.075328,"Coos Bay District"
2033,Ensemble-rcp85,999,84.171438,"Lakeview District"
2033,Ensemble-rcp85,999,179.125871,"Medford District"
2033,Ensemble-rcp85,999,59.797233,"Roseburg District"
2033,Ensemble-rcp85,999,39.653831,"Salem District"
2038,Ensemble-rcp45,183,1931.826466,"Lakeview District"
2038,Ensemble-rcp45,201,13473.033239,"Coos Bay District"
2038,Ensemble-rcp45,201,13928.204625,"Eugene District"
2038,Ensemble-rcp45,201,635.350848,"Lakeview District"
2038,Ensemble-rcp45,201,24415.044513,"Medford District"
2038,Ensemble-rcp45,201,18813.493018,"Roseburg District"
2038,Ensemble-rcp45,201,14917.818777,"Salem District"
2038,Ensemble-rcp45,202,87.979965,"Medford District"
2038,Ensemble-rcp45,221,23.616796,"Coos Bay District"
2038,Ensemble-rcp45,221,4576.529882,"Lakeview District"
2038,Ensemble-rcp45,221,3597.14053,"Medford District"
2038,Ensemble-rcp45,221,49.358587,"Roseburg District"
2038,Ensemble-rcp45,222,564.845444,"Medford District"
2038,Ensemble-rcp45,222,60.778624,"Roseburg District"
2038,Ensemble-rcp45,223,155.09825,"Medford District"
2038,Ensemble-rcp45,224,87.760257,"Lakeview District"
2038,Ensemble-rcp45,224,622.194115,"Medford District"
2038,Ensemble-rcp45,224,16.220385,"Roseburg District"
2038,Ensemble-rcp45,261,229.098628,"Medford District"
2038,Ensemble-rcp45,262,38.486254,"Medford District"
2038,Ensemble-rcp45,264,432.287047,"Salem District"
2038,Ensemble-rcp45,267,269.713395,"Medford District"
2038,Ensemble-rcp45,301,39.967381,"Eugene District"
2038,Ensemble-rcp45,301,61.645422,"Roseburg District"
2038,Ensemble-rcp45,301,1561.742818,"Salem District"
2038,Ensemble-rcp45,304,31.513908,"Eugene District"
2038,Ensemble-rcp45,304,78.858255,"Salem District"
2038,Ensemble-rcp45,305,55.028905,"Salem District"
2038,Ensemble-rcp45,709,11.884272,"Coos Bay District"
2038,Ensemble-rcp45,709,23.912717,"Eugene District"
2038,Ensemble-rcp45,709,27.115159,"Roseburg District"
2038,Ensemble-rcp45,722,61.338938,"Medford District"
2038,Ensemble-rcp45,722,123.187188,"Roseburg District"
2038,Ensemble-rcp45,911,1696.276486,"Coos Bay District"
2038,Ensemble-rcp45,911,637.618514,"Eugene District"
2038,Ensemble-rcp45,911,22.181692,"Medford District"
2038,Ensemble-rcp45,911,80.940597,"Roseburg District"
2038,Ensemble-rcp45,911,2053.168275,"Salem District"
2038,Ensemble-rcp45,912,300.057441,"Coos Bay District"
2038,Ensemble-rcp45,912,237.610796,"Eugene District"
2038,Ensemble-rcp45,912,240.476513,"Roseburg District"
2038,Ensemble-rcp45,912,467.029749,"Salem District"
2038,Ensemble-rcp45,922,1130.025403,"Medford District"
2038,Ensemble-rcp45,922,62.981172,"Roseburg District"
2038,Ensemble-rcp45,923,59.968797,"Eugene District"
2038,Ensemble-rcp45,923,245.448103,"Lakeview District"
2038,Ensemble-rcp45,923,3906.694228,"Medford District"
2038,Ensemble-rcp45,923,260.616639,"Roseburg District"
2038,Ensemble-rcp45,924,31.532959,"Medford District"
2038,Ensemble-rcp45,932,2339.840891,"Medford District"
2038,Ensemble-rcp45,932,48.630246,"Roseburg District"
2038,Ensemble-rcp45,941,678.204938,"Coos Bay District"
2038,Ensemble-rcp45,941,2124.412562,"Medford District"
2038,Ensemble-rcp45,941,68.144609,"Roseburg District"
2038,Ensemble-rcp45,943,53.506025,"Coos Bay District"
2038,Ensemble-rcp45,943,5.653382,"Eugene District"
2038,Ensemble-rcp45,943,265.291856,"Medford District"
2038,Ensemble-rcp45,943,64.022998,"Roseburg District"
2038,Ensemble-rcp45,943,32.170471,"Salem District"
2038,Ensemble-rcp45,951,124.39637,"Coos Bay District"
2038,Ensemble-rcp45,951,2338.361402,"Medford District"
2038,Ensemble-rcp45,951,605.114191,"Roseburg District"
2038,Ensemble-rcp45,997,209.412405,"Coos Bay District"
2038,Ensemble-rcp45,997,187.567165,"Medford District"
2038,Ensemble-rcp45,998,277.498572,"Coos Bay District"
2038,Ensemble-rcp45,998,167.448295,"Eugene District"
2038,Ensemble-rcp45,998,28.306812,"Medford District"
2038,Ensemble-rcp45,998,18.770562,"Roseburg District"
2038,Ensemble-rcp45,998,8.274767,"Salem District"
2038,Ensemble-rcp45,999,20.311287,"Eugene District"
2038,Ensemble-rcp45,999,39.843736,"Lakeview District"
2038,Ensemble-rcp45,999,125.687781,"Medford District"
2038,Ensemble-rcp45,999,53.683285,"Roseburg District"
2038,Ensemble-rcp85,183,1896.984919,"Lakeview District"
2038,Ensemble-rcp85,201,13554.532129,"Coos Bay District"
2038,Ensemble-rcp85,201,13930.266104,"Eugene District"
2038,Ensemble-rcp85,201,700.862789,"Lakeview District"
2038,Ensemble-rcp85,201,23916.219686,"Medford District"
2038,Ensemble-rcp85,201,18556.193096,"Roseburg District"
2038,Ensemble-rcp85,201,14745.348236,"Salem District"
2038,Ensemble-rcp85,202,45.057329,"Medford District"
2038,Ensemble-rcp85,221,4508.796193,"Lakeview District"
2038,Ensemble-rcp85,221,3759.62431,"Medford District"
2038,Ensemble-rcp85,221,15.107709,"Roseburg District"
2038,Ensemble-rcp85,222,625.6467,"Medford District"
2038,Ensemble-rcp85,222,11.765696,"Roseburg District"
2038,Ensemble-rcp85,223,85.458223,"Medford District"
2038,Ensemble-rcp85,224,47.761512,"Lakeview District"
2038,Ensemble-rcp85,224,709.695731,"Medford District"
2038,Ensemble-rcp85,224,16.220385,"Roseburg District"
2038,Ensemble-rcp85,261,39.998745,"Lakeview District"
2038,Ensemble-rcp85,261,251.073962,"Medford District"
2038,Ensemble-rcp85,264,358.130278,"Salem District"
2038,Ensemble-rcp85,267,37.063295,"Lakeview District"
2038,Ensemble-rcp85,267,628.751283,"Medford District"
2038,Ensemble-rcp85,301,61.17325,"Eugene District"
2038,Ensemble-rcp85,301,81.115324,"Roseburg District"
2038,Ensemble-rcp85,301,1543.650267,"Salem District"
2038,Ensemble-rcp85,304,65.618901,"Eugene District"
2038,Ensemble-rcp85,304,108.510258,"Salem District"
2038,Ensemble-rcp85,305,55.028905,"Salem District"
